id,pid,code,description,section
65473,31773,7318240090,Other,
31873,11273,7318290000,Other,
65573,31873,7318290020,For use in  certain types of aircraft,
65673,31873,7318290090,Other,
2273,373,7319000000,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included",
11673,2273,7319400000,Safety pins and other pins,
15373,2273,7319900000,Other,
31973,15373,7319901000,"Sewing, darning or embroidery needles",
32073,15373,7319909000,Other,
2373,373,7320000000,"Springs and leaves for springs, of iron or steel",
11973,2373,7320100000,Leaf-springs and leaves therefor,
32373,11973,,Hot-worked,
65773,32373,7320101100,Laminated springs and leaves therefor,
104773,65773,7320101110,For use in  certain types of aircraft,
104873,65773,7320101190,Other,
65873,32373,7320101900,Other,
104973,65873,7320101910,For use in  certain types of aircraft,
105073,65873,7320101990,Other,
32473,11973,7320109000,Other,
65973,32473,7320109010,For use in  certain types of aircraft,
66073,32473,7320109090,Other,
12073,2373,7320200000,Helical springs,
32673,12073,7320202000,Hot-worked,
66373,32673,7320202010,For use in  certain types of aircraft,
66473,32673,7320202090,Other,
32773,12073,,Other,
66573,32773,7320208100,Coil compression springs,
105173,66573,7320208110,For use in  certain types of aircraft,
105273,66573,7320208190,Other,
66673,32773,7320208500,Coil tension springs,
105373,66673,7320208510,For use in  certain types of aircraft,
105473,66673,7320208590,Other,
66773,32773,7320208900,Other,
105573,66773,7320208910,For use in  certain types of aircraft,
105673,66773,7320208990,Other,
12173,2373,7320900000,Other,
33173,12173,7320901000,Flat spiral springs,
67073,33173,7320901010,For use in  certain types of aircraft,
67273,33173,,Other,
105773,67273,7320901091,"Flat spiral spring of tempered steel, with:<br> <br>- a thickness of 2,67 mm or more, but not more than 4,11 mm,<br> <br>- a width of 12,57 mm or more, but not more than 16,01 mm,<br> <br>- a torque of 18,05 Nm or more, but not more than 73,5 Nm<br> <br>- an angle between the free position and the nominal position in exercise of 76° or more, but not more than 218°<br>for use in the manufacture of tensioners for power transmission belts, for internal combustion engines",
105873,67273,7320901099,Other,
33273,12173,7320903000,Discs springs,
67373,33273,7320903010,For use in  certain types of aircraft,
67473,33273,7320903090,Other,
33373,12173,7320909000,Other,
67573,33373,7320909010,For use in  certain types of aircraft,
67673,33373,7320909090,Other,
2473,373,7321000000,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel",
12273,2473,,Cooking appliances and plate warmers,
33473,12273,7321110000,For gas fuel or for both gas and other fuels,
67773,33473,7321111000,"With oven, including separate ovens",
67873,33473,7321119000,Other,
33573,12273,7321120000,For liquid fuel,
33773,12273,7321190000,"Other, including appliances for solid fuel",
12373,2473,,Other appliances,
33873,12373,7321810000,For gas fuel or for both gas and other fuels,
34073,12373,7321820000,For liquid fuel,
34373,12373,7321890000,"Other, including appliances for solid fuel",
12473,2473,7321900000,Parts,
2573,373,7322000000,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot-air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel",
12573,2573,,Radiators and parts thereof,
34473,12573,7322110000,Of cast iron,
34573,12573,7322190000,Other,
12673,2573,7322900000,Other,
34673,12673,7322900010,"Air heaters and not-air distributors (excluding parts thereof), for use in civil aircraft",
34773,12673,7322900090,Other,
2673,373,7323000000,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",
12773,2673,7323100000,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like",
12873,2673,,Other,
35073,12873,7323910000,"Of cast iron, not enamelled",
35173,12873,7323920000,"Of cast iron, enamelled",
35273,12873,7323930000,Of stainless steel,
68373,35273,7323930010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",
68473,35273,7323930090,Other,
35373,12873,7323940000,"Of iron (other than cast iron) or steel, enamelled",
35573,12873,7323990000,Other,
69073,35573,7323990010,"Ironing boards, including sleeve boards, whether or not free standing, and legs, tops and iron rests thereof",
69173,35573,7323990090,Other,
2773,373,7324000000,"Sanitary ware and parts thereof, of iron or steel",
12973,2773,7324100000,"Sinks and washbasins, of stainless steel",
35673,12973,7324100010,For use in civil aircraft,
35773,12973,7324100090,Other,
13073,2773,,Baths,
36073,13073,7324210000,"Of cast iron, whether or not enamelled",
36173,13073,7324290000,Other,
13173,2773,7324900000,"Other, including parts",
36273,13173,7324900010,"Sanitary ware (excluding parts thereof), for use in civil aircraft",
36373,13173,7324900090,Other,
2873,373,7325000000,Other cast articles of iron or steel,
15673,2873,7325100000,Of non-malleable cast iron,
36673,15673,7325100010,"Channel gratings and cast tops subject to standard EN 1433, to be fitted as a component on channels in polymer, plastic, galvanised steel or concrete allowing surface water to flow into the channel",
36773,15673,7325100015,"Floor drains, roof drains, cleanouts and covers for cleanouts, subject to standard EN 1253",
36873,15673,7325100020,"Step irons, lifting keys, and fire hydrants",
36973,15673,,Other,
69473,36973,7325100031,"Lamellar graphite cast iron (grey iron), and parts thereof, of a kind used to:<br>– cover ground or sub-surfaces systems, and/or openings to ground or sub-surface systems, and also<br>– give access to ground or sub-surface systems and/or provide view to ground or sub-surface systems",
69573,36973,7325100099,Other,
13673,2873,,Other,
37473,13673,7325910000,Grinding balls and similar articles for mills,
37573,13673,7325990000,Other,
75773,37573,7325991000,Of malleable cast iron,
106873,75773,7325991020,Anchor head of hot dipped galvanized ductile cast iron of the kind used in the production of earth anchors,
107373,75773,7325991055,Other,
70473,37573,7325999000,Other,
107673,70473,7325999010,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft",
107873,70473,7325999020,"Devices for cargo stowage and clamping freight, for use in certain types of aircraft",
108073,70473,7325999030,Balls used in freight loading systems in certain types of aircraft,
108173,70473,7325999031,"Channel gratings and cast tops subject to standard EN 1433, to be fitted as a component on channels in polymer, plastic, galvanised steel or concrete allowing surface water to flow into the channel",
108273,70473,7325999035,"Floor drains, roof drains, cleanouts and covers for cleanouts, subject to standard EN 1253",
108373,70473,7325999040,"Step irons, lifting keys, and fire hydrants",
108473,70473,,Other,
144573,108473,7325999080,"Spheroidal graphite cast iron (also known as ductile cast iron), and parts thereof, of a kind used to:<br>– cover ground or sub-surfaces systems, and/or openings to ground or sub-surface systems, and also<br>– give access to ground or sub-surface systems and/or provide view to ground or sub-surface systems",
144673,108473,7325999090,Other,
2973,373,7326000000,Other articles of iron or steel,
13773,2973,,"Forged or stamped, but not further worked",
37673,13773,7326110000,Grinding balls and similar articles for mills,
37773,13773,7326190000,Other,
70673,37773,7326191000,Open-die forged,
70773,37773,7326199000,Other,
13873,2973,7326200000,Articles of iron or steel wire,
37873,13873,7326200010,For use in civil aircraft,
37973,13873,7326200020,"Metal fleece, consisting of a mass of stainless steel wires of diameters of 0,001 mm or more but not more than 0,070 mm, compacted by sintering and rolling",
38073,13873,7326200090,Other,
13973,2973,7326900000,Other,
38773,13973,7326903000,Ladders and steps,
38873,13973,7326904000,Pallets and similar platforms for handling goods,
39073,13973,7326905000,"Reels for cables, piping and the like",
39173,13973,7326906000,"Non-mechanical ventilators, guttering, hooks and like articles used in the building industry",
39573,13973,,Other articles of iron or steel,
71773,39573,7326909200,Open-die forged,
109373,71773,7326909210,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft",
109473,71773,7326909220,"Devices for cargo stowage and clamping freight, for use in certain types of aircraft",
109573,71773,7326909230,Balls used in freight loading systems in certain types of aircraft,
109673,71773,7326909240,"Steel nozzle shell with integral flange in one piece open-die forged from 4 castings, worked and machined, with:<br><br>- a diameter of 5 752 mm or more but not more than 5 758 mm,<br><br>- a height of 3 452 mm or more but not more than 3 454 mm,<br><br>- a total weight 167 875 kg or more but not more than 168 125 kg<br>of a kind used for the fabrication of a nuclear reactor vessel",
109773,71773,7326909290,Other,
71973,39573,7326909400,Closed-die forged,
110273,71973,7326909410,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft",
110373,71973,7326909420,"Devices for cargo stowage and clamping freight, for use in certain types of aircraft",
110473,71973,7326909430,Balls used in freight loading systems in certain types of aircraft,
110573,71973,7326909490,Other,
72173,39573,7326909600,Sintered,
111073,72173,7326909610,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft",
111173,72173,7326909620,"Devices for cargo stowage and clamping freight, for use in certain types of aircraft",
111273,72173,7326909630,Ball bearings used in freight loading systems in certain types of aircraft,
111373,72173,7326909690,Other,
72473,39573,7326909800,Other,
112173,72473,7326909810,"Collars, flanges and other devices for fixing, jointing, clamping or spacing, for use in certain types of aircraft",
112373,72473,7326909820,"Devices for cargo stowage and clamping freight, for use in certain types of aircraft",
112573,72473,7326909830,Ball bearings used in freight loading systems in certain types of aircraft,
112773,72473,7326909840,Iron and steel weights<br> <br>- whether or not with parts of other material<br> <br>- whether or not with parts of other metals<br> <br>- whether or not surface treated<br> <br>- whether or not printed<br>of a kind used for the production of remote controls,
112873,72473,7326909850,"Surface-hardened, steel piston rod for a hydraulic or hydropneumatic shock absorber of motor vehicles:<br><br>- with a chrome coating,<br><br>- of a diameter of 11 mm or more, but not more than 28 mm,<br><br>- of a length of 80 mm or more, but not more than 600 mm,<br> with a threaded end or a mandrel for resistance welding",
113073,72473,7326909890,Other,
374,-15,7400000000,Copper and articles thereof,
474,374,7401000000,Copper mattes; cement copper (precipitated copper),
674,374,7402000000,Unrefined copper; copper anodes for electrolytic refining,
774,374,7403000000,"Refined copper and copper alloys, unwrought",
2774,774,,Refined copper,
7874,2774,7403110000,Cathodes and sections of cathodes,
7974,2774,7403120000,Wire-bars,
8074,2774,7403130000,Billets,
8174,2774,7403190000,Other,
2874,774,,Copper alloys,
8274,2874,7403210000,Copper-zinc base alloys (brass),
8374,2874,7403220000,Copper-tin base alloys (bronze),
8574,2874,7403290000,Other copper alloys (other than master alloys of heading 7405),
874,374,7404000000,Copper waste and scrap,
2974,874,7404001000,Of refined copper,
3074,874,,Of copper alloys,
8674,3074,7404009100,Of copper-zinc base alloys (brass),
8774,3074,7404009900,Other,
974,374,7405000000,Master alloys of copper,
1074,374,7406000000,Copper powders and flakes,
3174,1074,7406100000,Powders of non-lamellar structure,
3274,1074,7406200000,Powders of lamellar structure; flakes,
1174,374,7407000000,"Copper bars, rods and profiles",
3374,1174,7407100000,Of refined copper,
3574,1174,,Of copper alloys,
9074,3574,7407210000,Of copper-zinc base alloys (brass),
19974,9074,7407211000,Bars and rods,
20074,9074,7407219000,Profiles,
17374,3574,7407290000,Other,
1274,374,7408000000,Copper wire,
3674,1274,,Of refined copper,
9674,3674,7408110000,Of which the maximum cross-sectional dimension exceeds 6 mm,
9774,3674,7408190000,Other,
21074,9774,7408191000,"Of which the maximum cross-sectional dimension exceeds 0,5 mm",
21174,9774,7408199000,"Of which the maximum cross-sectional dimension does not exceed 0,5 mm",
3774,1274,,Of copper alloys,
9874,3774,7408210000,Of copper-zinc base alloys (brass),
9974,3774,7408220000,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),
10174,3774,7408290000,Other,
1374,374,7409000000,"Copper plates, sheets and strip, of a thickness exceeding 0,15 mm",
3874,1374,,Of refined copper,
17874,3874,7409110000,In coils,
21774,17874,7409110020,"Refined copper foil and -strips, electrolytically coated",
21874,17874,7409110090,Other,
18574,3874,7409190000,Other,
22274,18574,7409190010,"Plates or sheets:<br><br>- with at least one layer of woven glass fibre, impregnated with a fire- retardant artificial or synthetic resin with a glass transition temperature (Tg) of more than 130 °C as measured according to IPC-TM-650, method 2.4.25,<br><br>- coated on one or both sides with a copper film with a thickness of not more than 3,2 mm,<br>and containing at least one of the following:<br><br>- poly(tetrafluoroethylene) (CAS RN 9002-84-0)<br><br>- poly(oxy-(2,6-dimethyl)-1,4-phenylene) (CAS RN 25134-01-4)<br><br>- epoxy resin having a thermal expansion of not more than 10 ppm in length and width and not more than 25 ppm in height<br>for use in the manufacture of circuit boards",
22474,18574,7409190020,"Plates or sheets consisting of<br>- a layer of a silicon nitride ceramic  with a thickness of  0,32 mm (± 0,1 mm) or more but not more than 1,0 mm (± 0,1 mm) ,<br>- covered on both sides with a foil of refined copper with a thickness of 0,8 mm  (± 0,1 mm) and<br>- on one side partially covered with a coating of silver<br>",
22874,18574,7409190090,Other,
3974,1374,,Of copper-zinc base alloys (brass),
11374,3974,7409210000,In coils,
11474,3974,7409290000,Other,
4074,1374,,Of copper-tin base alloys (bronze),
11574,4074,7409310000,In coils,
11674,4074,7409390000,Other,
4174,1374,7409400000,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),
4374,1374,7409900000,Of other copper alloys,
1474,374,7410000000,"Copper foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0,15 mm",
4574,1474,,Not backed,
18874,4574,7410110000,Of refined copper,
23474,18874,7410110010,"Roll of laminate foil of graphite and copper, with: <br>- a width of 610 mm or more but not more than 620 mm, and <br>- a diameter of 690 mm or more but not more than 710 mm,<br><br>for use in the manufacture of lithium-ion electric rechargeable batteries",
23674,18874,7410110030,"Refined copper foil and -strips, electrolytically coated",
23874,18874,7410110090,Other,
12774,4574,7410120000,Of copper alloys,
4674,1474,,Backed,
18974,4674,7410210000,Of refined copper,
23974,18974,7410210010,"Sheet or plate of polytetrafluoroethylene, containing aluminium oxide or titanium dioxide as filler or reinforced with glass-fibre fabric, covered on both sides with copper foil",
24174,18974,7410210020,"Foils, rolls composed of one layer of glass epoxy of 100 µm colaminated with refined copper foil on one or two sides of 35 µm with a tolerance of 10 % for use in the production of smart cards",
24274,18974,7410210030,"Film of polyimide, whether or not containing epoxide resin and/or glass fibre, covered on one side or on both sides with a copper foil",
24374,18974,7410210040,"Sheet or plates:<br> <br>- consisting of at least a central layer of paper or one central sheet of any type of nonwoven fibre, laminated on each side with glass-fibre fabric and impregnated with epoxide resin, or<br> <br>- consisting of multiple layers of paper, impregnated with phenolic resin,<br>coated on one or both sides with a copper film with a maximum thickness of 0,15 mm",
24474,18974,7410210050,"Plates:<br> <br>- consisting of at least one layer of fibreglass fabric impregnated with epoxide resin,<br> <br>- covered on one or both sides with copper foilwith a thickness of not more than 0,15mm and<br> <br>- with a dielectric constant (DK) of less than 3,9 and a loss factor (Df) of less than 0,015 at a measuring frequency of 10GHz, as measured according to IPC-TM-650<br>",
24574,18974,7410210055,"Plates:<br>- consisting of at least one layer of fibreglass fabric impregnated with epoxide resin,<br>- covered on one or both sides with copper foil with a thickness of not more than 0,15 mm,<br>- with a dielectric constant (DK) of less than 5,4 at 1 MHz, as measured according to IPC-TM-650 2.5.5.2,<br>- with a loss tangent of less than 0,035 at 1 MHz, as measured according to IPC-TM-650 2.5.5.2,<br>- with a comparative tracking index (CTI) of 600 or more",
25074,18974,7410210070,"Plates or sheets:<br><br>- with at least one layer of woven glass fibre, impregnated with a fire- retardant artificial or synthetic resin with a glass transition temperature (Tg) of more than 130 °C as measured according to IPC-TM-650, method 2.4.25,<br><br>- coated on one or both sides with a copper film with a thickness of not more than 3,2 mm,<br>and containing at least one of the following:<br><br>- poly(tetrafluoroethylene) (CAS RN 9002-84-0)<br><br>- poly(oxy-(2,6-dimethyl)-1,4-phenylene) (CAS RN 25134-01-4)<br><br>- epoxy resin having a thermal expansion of not more than 10 ppm in length and width and not more than 25 ppm in height<br>for use in the manufacture of circuit boards",
25174,18974,7410210090,Other,
19174,4674,7410220000,Of copper alloys,
1574,374,7411000000,Copper tubes and pipes,
4774,1574,7411100000,Of refined copper,
19474,4774,7411101000,Straight,
13974,4774,7411109000,Other,
4874,1574,,Of copper alloys,
14074,4874,7411210000,Of copper-zinc base alloys (brass),
26074,14074,7411211000,Straight,
26174,14074,7411219000,Other,
14174,4874,7411220000,Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),
14374,4874,7411290000,Other,
1674,374,7412000000,"Copper tube or pipe fittings (for example, couplings, elbows, sleeves)",
4974,1674,7412100000,Of refined copper,
5074,1674,7412200000,Of copper alloys,
1774,374,7413000000,"Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated",
5174,1774,7413000010,"With fittings attached, for use in civil aircraft",
5274,1774,7413000020,"Loudspeaker centering ring, consisting of one or more vibration dampers and minimum 2 non-insulated copper cables, therein woven or pressed of the kind used in car loudspeakers",
5374,1774,7413000090,Other,
1974,374,7415000000,"Nails, tacks, drawing pins, staples (other than those of heading 8305) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers (including spring washers) and similar articles, of copper",
6374,1974,7415100000,"Nails and tacks, drawing pins, staples and similar articles",
6474,1974,,"Other articles, not threaded",
15374,6474,7415210000,Washers (including spring washers),
15474,6474,7415290000,Other,
6674,1974,,Other threaded articles,
15874,6674,7415330000,Screws; bolts and nuts,
15974,6674,7415390000,Other,
2274,374,7418000000,"Table, kitchen or other household articles and parts thereof, of copper; pot scourers and scouring or polishing pads, gloves and the like, of copper; sanitary ware and parts thereof, of copper",
6874,2274,7418100000,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",
16274,6874,7418101000,"Cooking or heating apparatus of a kind used for domestic purposes, non-electric, and parts thereof",
16374,6874,7418109000,Other,
26874,16374,7418109010,Hand-made,
26974,16374,7418109090,Other,
7074,2274,7418200000,Sanitary ware and parts thereof,
16674,7074,7418200010,Hand-made,
16774,7074,7418200090,Other,
2374,374,7419000000,Other articles of copper,
7174,2374,7419100000,Chain and parts thereof,
16874,7174,7419100010,Hand-made,
16974,7174,7419100090,Other,
7274,2374,,Other,
17074,7274,7419910000,"Cast, moulded, stamped or forged, but not further worked",
27674,17074,7419910010,Hand-made,
27774,17074,7419910090,Other,
17174,7274,7419990000,Other,
28174,17174,7419991000,"Cloth (including endless bands), grill and netting, of wire of which no cross-sectional dimension exceeds 6 mm; expanded metal",
28274,17174,7419993000,Springs,
28374,17174,7419999000,Other,
29974,28374,7419999010,Hand-made,
30074,28374,,Other,
30174,30074,7419999091,"Disc (target) with deposition material, consisting of molybdenum silicide:<br> <br>- containing 1mg/kg or less of sodium and<br> <br>- mounted on a copper or aluminium support<br>",
30474,30074,7419999099,Other,
375,-15,7500000000,Nickel and articles thereof,
475,375,7501000000,"Nickel mattes, nickel oxide sinters and other intermediate products of nickel metallurgy",
1275,475,7501100000,Nickel mattes,
1375,475,7501200000,Nickel oxide sinters and other intermediate products of nickel metallurgy,
575,375,7502000000,Unwrought nickel,
1475,575,7502100000,"Nickel, not alloyed",
1575,575,7502200000,Nickel alloys,
675,375,7503000000,Nickel waste and scrap,
1675,675,7503001000,"Of nickel, not alloyed",
1775,675,7503009000,Of nickel alloys,
775,375,7504000000,Nickel powders and flakes,
875,375,7505000000,"Nickel bars, rods, profiles and wire",
1875,875,,"Bars, rods and profiles",
2875,1875,7505110000,"Of nickel, not alloyed",
2975,1875,7505120000,Of nickel alloys,
1975,875,,Wire,
3075,1975,7505210000,"Of nickel, not alloyed",
3175,1975,7505220000,Of nickel alloys,
975,375,7506000000,"Nickel plates, sheets, strip and foil",
2075,975,7506100000,"Of nickel, not alloyed",
2175,975,7506200000,Of nickel alloys,
1075,375,7507000000,"Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves)",
2275,1075,,Tubes and pipes,
3275,2275,7507110000,"Of nickel, not alloyed",
3375,2275,7507120000,Of nickel alloys,
2375,1075,7507200000,Tube or pipe fittings,
1175,375,7508000000,Other articles of nickel,
2675,1175,7508100000,"Cloth, grill and netting, of nickel wire",
2775,1175,7508900000,Other,
376,-15,7600000000,Aluminium and articles thereof,
476,376,7601000000,Unwrought aluminium,
2276,476,7601100000,"Aluminium, not alloyed",
2376,476,7601200000,Aluminium alloys,
6076,2376,7601202000,Slabs and billets,
14176,6076,7601202010,Slabs and billets of aluminium alloy containing lithium,
14276,6076,7601202090,Other,
6176,2376,7601208000,Other,
576,376,7602000000,Aluminium waste and scrap,
2476,576,,Waste,
6576,2476,7602001100,"Turnings, shavings, chips, milling waste, sawdust and filings; waste of coloured, coated or bonded sheets and foil, of a thickness (excluding any backing) not exceeding 0,2 mm",
6676,2476,7602001900,Other (including factory rejects),
2576,576,7602009000,Scrap,
676,376,7603000000,Aluminium powders and flakes,
2676,676,7603100000,Powders of non-lamellar structure,
2776,676,7603200000,Powders of lamellar structure; flakes,
776,376,7604000000,"Aluminium bars, rods and profiles",
2876,776,7604100000,"Of aluminium, not alloyed",
6776,2876,7604101000,Bars and rods,
6876,2876,7604109000,Profiles,
14876,6876,7604109010,"Bearing a specific manufacture number, for use in certain types of aircraft",
14976,6876,7604109020,"Conical shapes for reinforcing lateral rudders, for use in certain types of aircraft",
15076,6876,7604109090,Other,
2976,776,,Of aluminium alloys,
13276,2976,7604210000,Hollow profiles,
7276,2976,7604290000,Other,
22676,7276,7604291000,Bars and rods,
23676,22676,7604291010,Sheets and bars of aluminium-lithium alloys,
23776,22676,7604291020,"Aluminium alloy rods with a diameter of 200 mm or more, but not exceeding 300 mm",
23876,22676,7604291030,"Aluminium alloy rods with a diameter of 300,1 mm or more, but not more than 533,4 mm",
23976,22676,7604291040,"Bars and rods of aluminium alloys containing by weight :<br> <br>- 0,25 % or more but not more than 7 % of zinc, and<br> <br>- 1 % or more but not more than 3 % of magnesium, and<br> <br>- 1 % or more but not more than 5 % of copper, and<br> <br>- not more than 1 % of manganese<br>consistent with the material specifications AMS QQ-A-225, of a kind used in aerospace industry (inter alia conforming NADCAP and AS9100) and obtained by rolling mill process",
24076,22676,7604291090,Other,
15576,7276,7604299000,Profiles,
24176,15576,7604299010,"Bearing a specific manufacture number, for use in certain types of aircraft",
24276,15576,7604299020,"Conical shapes for reinforcing lateral rudders, for use in certain types of aircraft",
24476,15576,7604299090,Other,
876,376,7605000000,Aluminium wire,
3076,876,,"Of aluminium, not alloyed",
7376,3076,7605110000,Of which the maximum cross-sectional dimension exceeds 7 mm,
13576,3076,7605190000,Other,
15676,13576,7605190010,"Not alloyed aluminium wire, of a diameter of 2 mm or more but not more than 6 mm, covered with a layer of copper of a thickness of 0,032 mm or more but not more than 0,117 mm",
15776,13576,7605190090,Other,
3176,876,,Of aluminium alloys,
7776,3176,7605210000,Of which the maximum cross-sectional dimension exceeds 7 mm,
13776,3176,7605290000,Other,
16076,13776,7605290010,"Wire of aluminium alloys containing by weight:<br> <br>- 0,10 % or more but not more than 5 % of copper, and<br> <br>- 0,2 % or more but not more than 6 % of magnesium, and<br> <br>- 0,10 % or more but not more than 7 % of zinc, and<br> <br>- not more than 1 % of manganese<br>consistent with the material specifications AMS QQ-A-430, of a kind used in aerospace industry (inter alia conforming NADCAP and AS9100)   and obtained by rolling mill process",
16176,13776,7605290090,Other,
976,376,7606000000,"Aluminium plates, sheets and strip, of a thickness exceeding 0,2 mm",
3276,976,,Rectangular (including square),
8176,3276,7606110000,"Of aluminium, not alloyed",
16476,8176,7606111000,"Painted, varnished or coated with plastics",
24576,16476,7606111010,"Plates bearing a specific manufacture number, for use in certain types of aircraft",
24776,16476,7606111090,Other,
16576,8176,,"Other, of a thickness of",
24876,16576,7606119100,Less than 3 mm,
32476,24876,7606119110,"Plates bearing a specific manufacture number, for use in certain types of aircraft",
32676,24876,7606119190,Other,
24976,16576,7606119300,Not less than 3 mm but less than 6 mm,
32776,24976,7606119310,"Plates bearing a specific manufacture number, for use in certain types of aircraft",
32976,24976,7606119390,Other,
25076,16576,7606119900,Not less than 6 mm,
33076,25076,7606119910,"Plates bearing a specific manufacture number, for use in certain types of aircraft",
33176,25076,7606119990,Other,
8276,3276,7606120000,Of aluminium alloys,
16876,8276,,"Beverage can body stock, end stock and tab stock",
25376,16876,7606121100,Beverage can body stock,
25476,16876,7606121900,Beverage can end stock and tab stock,
17076,8276,,Other,
25576,17076,7606122000,"Painted, varnished or coated with plastics",
33276,25576,7606122010,"Plates bearing a specific manufacture number, for use in certain types of aircraft",
33376,25576,7606122090,Other,
26276,17076,,"Other, of a thickness of",
33776,26276,7606129200,Less than 3 mm,
40276,33776,7606129210,"Plates bearing a specific manufacture number, for use in certain types of aircraft",
40376,33776,7606129290,Other,
34676,26276,7606129300,Not less than 3 mm but less than 6 mm,
40576,34676,7606129310,"Plates bearing a specific manufacture number, for use in certain types of aircraft",
40876,34676,7606129390,Other,
35076,26276,7606129900,Not less than 6 mm,
41076,35076,7606129910,"Plates bearing a specific manufacture number, for use in certain types of aircraft",
41176,35076,7606129920,Sheets and bars of aluminium-lithium alloys,
41376,35076,7606129990,Other,
3376,976,,Other,
8376,3376,7606910000,"Of aluminium, not alloyed",
17376,8376,7606910010,"Plates bearing a specific manufacture number, for use in certain types of aircraft",
17476,8376,7606910090,Other,
8476,3376,7606920000,Of aluminium alloys,
17576,8476,7606920010,"Plates bearing a specific manufacture number, for use in certain types of aircraft",
17676,8476,7606920090,Other,
1076,376,7607000000,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0,2 mm",
3476,1076,,Not backed,
8576,3476,7607110000,Rolled but not further worked,
18076,8576,,"Of a thickness of less than 0,021 mm",
32276,18076,7607111100,In rolls of a weight not exceeding 10 kg,
35476,32276,7607111110,"Of a thickness of 0,007 mm or more but less than 0,021 mm",
35576,32276,7607111190,Other,
32376,18076,7607111900,Other,
35676,32376,7607111910,"Of a thickness of not less than 0,008 mm and not more than 0,018 mm, in rolls of a width not exceeding 650 mm",
35876,32376,7607111930,"Of a thickness of not less than 0,007 mm and less than 0,008 mm, whether or not annealed",
35976,32376,7607111940,"Of a thickness of not less than 0,008 mm and not more than 0,018 mm, in rolls of a width exceeding 650 mm, whether or not annealed",
36076,32376,7607111950,"Of a thickness of more than 0,018 mm and less than 0,021 mm, whether or not annealed",
36176,32376,7607111960,"For other uses than household aluminium foil,<br>- Of a thickness of not less than 0,007 mm and less than 0,008 mm, whether or not annealed, or,<br>- Of a thickness of not less than 0,008 mm and not more than 0,018 mm, in rolls of a width exceeding 650 mm, whether or not annealed, or,<br>- Of a thickness of more than 0,018 mm and less than 0,021 mm, whether or not annealed",
36476,32376,7607111993,Other,
23076,8576,7607119000,"Of a thickness of not less than 0,021 mm but not more than 0,2 mm",
27576,23076,,"Aluminium foil in rolls:<br>- having a purity of 99,99 % by weight, <br>- of a thickness of 0,021 mm or more but not more than 0,2 mm, <br>- with a width of 500 mm, <br>- with a surface oxide layer by 3 to 4 nm thick, <br>- and with a cubic texture of more than 95 %",
36776,27576,7607119045,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers",
36876,27576,7607119047,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers, for other uses than aluminium household foil",
37076,27576,7607119057,Other,
27776,23076,7607119060,"Plain aluminium foil with the following parameters:<br> <br>- an aluminium content of 99,98 % or more<br> <br>- a thickness of 0,070 mm or more but not more than 0,125 mm<br> <br>- with a cubic texture<br>of a kind used for high voltage etching",
27976,23076,,Other,
37176,27976,7607119080,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers",
37376,27976,7607119082,"Of a thickness of not less than 0,021 mm and not more than 0,045 mm, in rolls of a weight exceeding 10 kg, whether or not annealed, when presented with at least two layers, for other uses than aluminium household foil",
